method,weighted_mean_km,max_km,median_km,coverage_1km_pct,coverage_2km_pct,coverage_3km_pct,coverage_5km_pct
Mevcut karakollar,1.5162527976704354,4.430628776550293,1.645009160041809,27.35821076854909,73.62981147177794,97.245776338922,100.0
p-Median (önerilen),0.7057648421810897,4.11752986907959,0.8972207903862,80.55668710604176,99.36528951016966,99.92630033017453,100.0
MCLP (önerilen),1.4533759851912944,2.990487575531006,1.4473464488983154,31.298775781484498,72.80669782599374,100.0,100.0
