method,id,lat,lon
p-median,1,52.503716796150854,-1.906245980259844
p-median,2,52.565460269778086,-2.0814298318779634
p-median,3,52.46752270878546,-1.8172191491756773
p-median,4,52.47634022061677,-2.0829041046093812
p-median,5,52.43239551345188,-1.9660331219485525
p-median,6,52.5396950622818,-1.8624091093906132
p-median,7,52.610757678606475,-1.9819845750660783
p-median,8,52.40447782762583,-1.5824176895679947
p-median,9,52.476721758875655,-1.8939772052913117
p-median,10,52.58519210666001,-2.1263076618443693
p-median,11,52.45054276036598,-1.7298480854681293
p-median,12,52.51993606811643,-1.9946910311439425
p-median,13,52.5937584124531,-2.154438012152554
p-median,14,52.50348528326183,-2.1146846498829635
p-median,15,52.47762932462969,-1.9938485279527787
p-median,16,52.51167864661755,-1.8909090012561465
p-median,17,52.477197999325746,-2.1254881902520792
p-median,18,52.49459918752851,-1.8183480937773755
p-median,19,52.457597140278466,-1.8636372018296414
p-median,20,52.637838301176366,-1.9321730359269316
p-median,21,52.40495830827587,-1.9949171197592441
p-median,22,52.56595409016156,-1.8168668581212641
p-median,23,52.41363378522334,-1.7782275441873234
p-median,24,52.41426710504968,-1.8625147299819884
p-median,25,52.55142726809319,-2.0199900494262137
p-median,26,52.602197188876055,-2.053032589835013
p-median,27,52.54727876499938,-1.8900880891944813
p-median,28,52.45025026743188,-1.945348427965864
p-median,29,52.60170718282798,-1.9201633609197908
p-median,30,52.40557738976078,-1.904465553545786
p-median,31,52.47633390189027,-1.8470995462548938
p-median,32,52.44105975108273,-1.8185146207516598
p-median,33,52.44979387165191,-1.9948357723920234
p-median,34,52.52047703580967,-1.8016404709741434
p-median,35,52.61284941866664,-2.0072983476999644
p-median,36,52.61136626824762,-2.1128998039945186
p-median,37,52.50454656405118,-2.0220194751696527
p-median,38,52.47554710431989,-1.9180202831259903
p-median,39,52.45823050254271,-1.7877344199694187
p-median,40,52.52162441291327,-1.8454257614005836
p-median,41,52.51095738188215,-2.0829823826812075
p-median,42,52.503538279728616,-1.9355407692604927
p-median,43,52.58467242775047,-1.9809182473466984
p-median,44,52.40491553524724,-1.950982056957161
p-median,45,52.567247979451636,-2.126967270013957
p-median,46,52.538408926353,-2.1148943346310465
p-median,47,52.53858769400235,-1.9344032317035107
p-median,48,52.57473699273744,-2.039427477478137
p-median,49,52.44981730547286,-2.066759957960847
p-median,50,52.40329260937606,-1.8173333590850378
p-median,51,52.495051543982555,-1.978417070908401
p-median,52,52.484903741076295,-1.7899512547084155
p-median,53,52.5948004132898,-2.096420272951049
p-median,54,52.43094855278231,-1.905534339557657
p-median,55,52.494251835291855,-2.156412743946969
p-median,56,52.476991019775404,-1.7419528593799427
p-median,57,52.567913723137515,-2.170733302885157
p-median,58,52.49289896875787,-1.8577246305688127
p-median,59,52.45671720379854,-2.143452160619563
p-median,60,52.50234515849317,-1.7583438706835852
p-median,61,52.47586605528618,-2.0391837774691863
p-median,62,52.54039733043212,-2.0549444401878247
p-median,63,52.48591581346259,-1.948827398698809
